streamGauge,NSE,peakFlow.observed,peakFlow.modeled,percentError.peakFlow,flowVolume.observed,flowVolume.modeled,percentError.FlowVolume,ID
SANDIEGO_CULVER,0.571551804639661,623.493,203.404102855508,-67.3766821992375,20033128.8,14133927.1600963,-29.4472306288159,42
LANE,0.185662083046048,38.37,103.735123767221,170.354766138184,2406232.8,1841017.7243697,-23.489625593596,42
SANDIEGO_CAMPUS,0.693146813552445,682.906,1296.30614257976,89.8220461644443,44756830.8,43664807.7505586,-2.43990253537201,42
SANDIEGO_CULVER,0.72813029833412,286.403,246.823712518288,-13.8194388612242,10819810.8,7395195.85933596,-31.6513384934979,43
LANE,0.793883709702279,40.346,27.1343813016723,-32.7457956137602,1581480,822613.746972636,-47.984562120758,43
SANDIEGO_CAMPUS,0.0401388352380203,369.402,787.679987643023,113.23111072572,19575964.8,24649418.8589363,25.9167510299993,43
ELMODENA,-0.0767410218255238,205.279,447.462265402519,117.977613590537,3832704,4455174.97368325,16.2410395815395,44
CENTRAL_IRVINE,-16863.490812903,2.349,185.993736324604,7817.99643782903,9151.2,4010078.40727523,43720.2466045461,44
PETERS,0.507310909260831,3654.167,1987.9745240133,-45.5970533362788,60512439.6,23373973.8458571,-61.3732746516849,44
SANDIEGO_CULVER,-174882.791564488,3.32,3339.07407805613,100474.520423377,162486,36491095.5818534,22357.993662133,44
LANE,0.859952535274506,269.932,254.9228335834,-5.56035090934013,4957808.4,3549851.70541243,-28.3987718159413,44
SANDIEGO_CAMPUS,0.134877056063707,2964.894,5121.37530312737,72.7338415176856,61116595.2,74528430.321817,21.944669983541498,44
ELMODENA,-15.5079273994204,19.839,79.0048920322569,298.230213378985,807177.6,1405994.52873339,74.1865146819474,45
CENTRAL_IRVINE,NA,-Inf,50.475611830414,NA,0,1023405.34640085,Inf,45
PETERS,-839896.474165002,1.975,239.451707726134,12024.1371000574,1165352.4,5695131.84742379,388.704691166705,45
11048200,NA,0,0,NA,0,0,NA,45
SANDIEGO_CULVER,-0.348716047641784,215.439,122.35803435781,-43.2052532931317,25850257.2,5078582.59669905,-80.3538411343194,45
LANE,0.64658167020661,19.727,22.1462433703827,12.2636151993851,1098835.2,445740.88541415,-59.4351468341977,45
SANDIEGO_CAMPUS,0.444066913375958,220.331,296.291539822841,34.4756479219179,11386332,12747631.2604494,11.9555556648917,45
ELMODENA,0.735930150956953,1470.856,1032.26184647165,-29.8189730013237,16254943.2,18637682.5255945,14.6585521479676,46
CENTRAL_IRVINE,NA,-Inf,201.59809038664,NA,0,8946765.9397253,Inf,46
11048200,-8.41245929998941,9.7375,23.3553999624606,139.850063799339,276129,976645.94151382,253.69191266177,46
SANDIEGO_CULVER,0.508506151053087,1359.212,1247.80452010341,-8.19647559737481,99286052.4,55465939.1923825,-44.1352155195743,46
LANE,0.908874322894904,201.121,221.379569549261,10.0728265816404,6564186,4848582.63885392,-26.1358127442776,46
SANDIEGO_CAMPUS,0.656571946481021,3681.448,4667.37523129258,26.7809631235476,174458696.4,161353124.313363,-7.51213459522139,46
ELMODENA,-1.14060742591196,183.491,411.823942357057,124.438224412673,3398029.2,6191821.85901159,82.2180297630048,47
CENTRAL_IRVINE,NA,-Inf,115.780019570972,NA,0,4026926.85506505,Inf,47
11048200,-19.0919931925013,3.71,19.2059413937178,417.680361016652,71802,289763.480910438,303.559066475082,47
SANDIEGO_CULVER,0.368631952456353,418.444,818.141725358551,95.5200039571725,12666589.2,23301213.6678538,83.958075058231,47
LANE,0.625135060701752,68.374,129.856198190393,89.9204349466069,3044610,2005395.68308165,-34.1329206998055,47
SANDIEGO_CAMPUS,0.309379150916123,1092.703,1989.73538205148,82.0929733012063,62118511.2,60305653.4143479,-2.91838576075234,47
ELMODENA,-11.1448477703263,48.395,202.723083880053,318.892620890697,1230645.6,2519695.09228527,104.745792963081,48
CENTRAL_IRVINE,NA,-Inf,35.7492993531555,NA,0,363477.411785915,Inf,48
PETERS,-0.651798161936582,171.451,506.228397860344,195.261268735874,8457156,7683517.51986058,-9.14773808286634,48
11048200,NA,0,0,NA,0,0,NA,48
SANDIEGO_CULVER,-0.0987117503970725,52.565,14.1623893138734,-73.0573778866672,2005041.6,519217.865334459,-74.1043844010788,48
LANE,-2.10094538651101,9.916,30.3152970703283,205.721027332879,868424.4,751868.79286861,-13.4215030267909,48
SANDIEGO_CAMPUS,-2.69893280563026,112.689,525.563783885334,366.384282303804,9114303.6,11851467.4307061,30.0315191465214,48
ELMODENA,-1813.70874996049,2.756,359.473702697256,12943.312870002,1092348,7042431.10475865,544.705817629423,5
CENTRAL_IRVINE,NA,-Inf,100.577906669698,NA,0,4862998.90013347,Inf,5
11048400,0.049404024445844,86.75,65.6201386140126,-24.3571889175647,2104758,3618872.80369851,71.9377146303047,5
11048200,-16.9838976424286,5.025,21.4243865736549,326.355951714525,150687,600481.823142692,298.49610327546,5
SANDIEGO_CULVER,0.456279069214686,1028.593,1547.35415611031,50.434054685411,80713648.8,35308377.0182982,-56.2547629264182,5
11048553,-0.147185343446713,36,51.2190155155589,42.2750430987747,1242144,1775694.04183979,42.953960397489,5
SANDIEGO_CAMPUS,0.709047779492679,2734.314,2350.91064353322,-14.0219212741031,100397635.2,68246815.876268,-32.0234826843133,5
ELMODENA,0.484805524902569,1360.819,1227.05039417133,-9.83000721100087,31024843.2,25838351.4855914,-16.7172213602312,6
CENTRAL_IRVINE,NA,-Inf,151.50312528302,NA,0,5962198.6577667,Inf,6
PETERS,-806.771376891632,31.624,2778.09831250071,8684.7783724409,13509385.2,73294227.3554256,442.543026720606,6
11048400,0.101619122450817,64.25,29.3885205616698,-54.2591119662727,3827241,845714.927710784,-77.9027521990179,6
11048200,-0.209678351193408,15.25,13.2562921817946,-13.0734938898715,622908,69015.2536396691,-88.9204740283205,6
SANDIEGO_CULVER,0.20881402403548,1031.175,1652.85066356525,60.2880852973792,158187567.6,58525340.3500499,-63.0025663596778,6
11048553,-4.46298641237036,62.5,226.737501781634,262.780002850614,5986458,10866127.7881616,81.5118019396705,6
SANDIEGO_CAMPUS,0.756019036367025,3596.048,4553.10051433692,26.6140083318387,231854382,168077855.877123,-27.5071471898585,6
ELMODENA,-0.0378753302511079,191.651,27.3652032987247,-85.7213355011324,1244548.8,149977.09324024,-87.9492798321577,7
CENTRAL_IRVINE,NA,-Inf,4.06661979119464,NA,0,21648.9060047033,Inf,7
PETERS,-1.53734829413905,39.912,48.8139271400974,22.3038864003242,1816999.2,643801.452559308,-64.5678736369665,7
11048400,-0.124793753494542,2.025,0,-100,63420,0,-100,7
11048200,NA,0,0,NA,0,0,NA,7
SANDIEGO_CULVER,-29.1506221395071,4.504,0.759349614758402,-83.1405502939964,1807585.2,5513.74657544481,-99.6949661584171,7
11048553,-0.104902351234344,19.75,1.29041658914469,-93.4662451182547,405006,10557.3482282122,-97.3932859690444,7
SANDIEGO_CAMPUS,-0.102627753139233,155.112,44.1099475881071,-71.5625176723225,7329409.2,1232434.16954722,-83.185081690524,7
ELMODENA,-0.86206783957603506,1.238,0,-100,137426.4,0,-100,8
CENTRAL_IRVINE,NA,-Inf,0.285826772392471,NA,0,1199.17681783038,Inf,8
11048400,-0.0977880874946302,1.5,0,-100,33957,0,-100,8
11048200,NA,0,0,NA,0,0,NA,8
SANDIEGO_CULVER,-7.1717349194822,7.268,2.87581626245518,-60.4318070658341,2571476.4,151253.414711756,-94.1180321658112,8
11048553,-19.3878783483747,0.85,4.8919778922185,475.526810849235,161064,50624.9908987958,-68.5684008227811,8
SANDIEGO_CAMPUS,-3.44705086423041,18.821,14.206520407393,-24.5177174040009,5549256,497020.999667801,-91.043466012961,8
ELMODENA,-0.358699468622286,54.649,100.906525061362,84.6447786077732,1097064,1231475.3630186,12.2519162982835,9
CENTRAL_IRVINE,NA,-Inf,65.7147674259332,NA,0,1357316.53164923,Inf,9
11048400,0.0521037725937786,26,18.9827660368411,-26.989361396765,734436,556499.064681657,-24.227697895847,9
11048200,-0.00467289719626196,0.475,0,-100,1710,0,-100,9
SANDIEGO_CULVER,0.544933776450439,191.583,365.222378912191,90.634022283914,12472401.6,7015390.31294785,-43.7526906369993,9
11048553,-0.255241710884995,4.65,8.94652941599119,92.3984820643266,530886,241145.285188061,-54.5768234257334,9
SANDIEGO_CAMPUS,0.851146896944727,386.33,489.136134685835,26.6109633437307,21261740.4,13800565.619076,-35.0920227627462,9
